department_id,listing_id,id,type,data,gold,weight
#Starter Items
market_stall,turnip_seeds,default,item,turnip_seed_bag,40,1
market_stall,onion_seeds,default,item,onion_seed_bag,55,1
market_stall,spinach_seeds,default,item,spinach_seed_bag,55,1
market_stall,basic_watering_can,default,item,horticulture:watering_can,1000,1
market_stall,basic_hoe,default,item,harvestfestival:basic_hoe,750,1
market_stall,basic_axe,default,item,harvestfestival:basic_axe,1250,1
market_stall,basic_hammer,default,item,harvestfestival:basic_hammer,1250,1
market_stall,basic_shovel,default,item,harvestfestival:basic_shovel,1250,1
#Special Items
market_stall,1000g_string,default,item,minecraft:string,1000,1
#Random Items - fish
market_stall,random_item,vanilla_cod,item,minecraft:fish 0,0,1
market_stall,random_item,vanilla_salmon,item,minecraft:fish 1,0,1
market_stall,random_item,vanilla_puffer,item,minecraft:fish 2,0,0.75
market_stall,random_item,vanilla_clown,item,minecraft:fish 3,0,0.5
market_stall,random_item,angel,item,anchovy,0,1
market_stall,random_item,angel,item,angel,0,0.25
market_stall,random_item,angler,item,angler,0,0.125
market_stall,random_item,bass,item,bass,0,1
market_stall,random_item,blaasop,item,blaasop,0,0.125
market_stall,random_item,bowfin,item,bowfin,0,0.5
market_stall,random_item,butterfly,item,butterfly,0,0.25
market_stall,random_item,carp,item,carp,0,0.75
market_stall,random_item,catfish,item,catfish,0,0.5
market_stall,random_item,chub,item,chub,0,1
market_stall,random_item,clown,item,clown,0,0.5
market_stall,random_item,cod,item,cod,0,0.75
market_stall,random_item,damsel,item,damsel,0,0.5
market_stall,random_item,electricray,item,electricray,0,0.25
market_stall,random_item,gold,item,gold,0,1
market_stall,random_item,herring,item,herring,0,1
market_stall,random_item,koi,item,koi,0,0.25
market_stall,random_item,lamprey,item,lamprey,0,0.5
market_stall,random_item,lungfish,item,lungfish,0,0.25
market_stall,random_item,mantaray,item,mantaray,0,0.125
market_stall,random_item,minnow,item,minnow,0,1
market_stall,random_item,perch,item,perch,0,0.75
market_stall,random_item,pickerel,item,pickerel,0,0.5
market_stall,random_item,pike,item,pike,0,0.25
market_stall,random_item,piranha,item,piranha,0,0.125
market_stall,random_item,puffer,item,puffer,0,0.125
market_stall,random_item,pupfish,item,pupfish,0,0.5
market_stall,random_item,salmon,item,salmon,0,0.75
market_stall,random_item,sardine,item,sardine,0,1
market_stall,random_item,siamese,item,siamese,0,1
market_stall,random_item,stargazer,item,stargazer,0,0.5
market_stall,random_item,stingray,item,stingray,0,0.25
market_stall,random_item,tang,item,tang,0,0.25
market_stall,random_item,tetra,item,tetra,0,0.5
market_stall,random_item,trout,item,trout,0,0.75
market_stall,random_item,tuna,item,tuna,0,0.5
market_stall,random_item,walleye,item,walleye,0,0.5
#Random Items - crops
market_stall,random_item,apple,item,minecraft:apple,0,1
market_stall,random_item,carrot,item,minecraft:carrot,0,1
market_stall,random_item,potato,item,minecraft:potato,0,1
market_stall,random_item,beetroot,item,minecraft:beetroot,0,1
market_stall,random_item,pumpkin,item,minecraft:pumpkin,0,1
market_stall,random_item,wheat,item,minecraft:wheat,0,1
market_stall,random_item,melon,item,minecraft:melon,0,1
market_stall,random_item,turnip,item,turnip,0,1
market_stall,random_item,cucumber,item,cucumber,0,1
market_stall,random_item,strawberry,item,strawberry,0,0.9
market_stall,random_item,cabbage,item,cabbage,0,0.75
market_stall,random_item,onion,item,onion,0,1
market_stall,random_item,tomato,item,tomato,0,1
market_stall,random_item,corn,item,corn,0,0.9
market_stall,random_item,pineapple,item,pineapple,0,0.75
